Country,date,type,value
Australia,18/05/2022,Daily hospital occupancy,2986
Australia,18/05/2022,Daily hospital occupancy per million,114.068
Australia,19/05/2022,Daily ICU occupancy,118
Australia,19/05/2022,Daily ICU occupancy per million,4.508
Australia,19/05/2022,Daily hospital occupancy,2891
Australia,19/05/2022,Daily hospital occupancy per million,110.439
Australia,20/05/2022,Daily ICU occupancy,107
Australia,20/05/2022,Daily ICU occupancy per million,4.087
Australia,20/05/2022,Daily hospital occupancy,2829
Australia,20/05/2022,Daily hospital occupancy per million,108.07
Australia,21/05/2022,Daily ICU occupancy,108
Australia,21/05/2022,Daily ICU occupancy per million,4.126
Australia,21/05/2022,Daily hospital occupancy,2844
Australia,21/05/2022,Daily hospital occupancy per million,108.643
Australia,22/05/2022,Daily ICU occupancy,106
Australia,22/05/2022,Daily ICU occupancy per million,4.049
Australia,22/05/2022,Daily hospital occupancy,2912
Australia,22/05/2022,Daily hospital occupancy per million,111.241
Australia,23/05/2022,Daily ICU occupancy,117
Australia,23/05/2022,Daily ICU occupancy per million,4.47
Australia,23/05/2022,Daily hospital occupancy,2927
Australia,23/05/2022,Daily hospital occupancy per million,111.814
Australia,24/05/2022,Daily ICU occupancy,108
Australia,24/05/2022,Daily ICU occupancy per million,4.126
Australia,24/05/2022,Daily hospital occupancy,2889
Australia,24/05/2022,Daily hospital occupancy per million,110.362
Australia,25/05/2022,Daily ICU occupancy,101
Australia,25/05/2022,Daily ICU occupancy per million,3.858
Australia,25/05/2022,Daily hospital occupancy,2905
Australia,25/05/2022,Daily hospital occupancy per million,110.974
Australia,26/05/2022,Daily ICU occupancy,99
Australia,26/05/2022,Daily ICU occupancy per million,3.782
Australia,26/05/2022,Daily hospital occupancy,2863
Australia,26/05/2022,Daily hospital occupancy per million,109.369
Australia,27/05/2022,Daily ICU occupancy,92
Australia,27/05/2022,Daily ICU occupancy per million,3.514
Australia,27/05/2022,Daily hospital occupancy,2715
Australia,27/05/2022,Daily hospital occupancy per million,103.715
Australia,28/05/2022,Daily ICU occupancy,90
Australia,28/05/2022,Daily ICU occupancy per million,3.438
Australia,28/05/2022,Daily hospital occupancy,2712
Australia,28/05/2022,Daily hospital occupancy per million,103.601
Australia,29/05/2022,Daily ICU occupancy,97
Australia,29/05/2022,Daily ICU occupancy per million,3.705
Australia,29/05/2022,Daily hospital occupancy,2774
Australia,29/05/2022,Daily hospital occupancy per million,105.969
Australia,30/05/2022,Daily ICU occupancy,93
Australia,30/05/2022,Daily ICU occupancy per million,3.553
Australia,30/05/2022,Daily hospital occupancy,2777
Australia,30/05/2022,Daily hospital occupancy per million,106.084
Australia,31/05/2022,Daily ICU occupancy,87
Australia,31/05/2022,Daily ICU occupancy per million,3.323
Australia,31/05/2022,Daily hospital occupancy,2686
Australia,31/05/2022,Daily hospital occupancy per million,102.608
Australia,1/06/2022,Daily ICU occupancy,85
Australia,1/06/2022,Daily ICU occupancy per million,3.247
Australia,1/06/2022,Daily hospital occupancy,2570
Australia,1/06/2022,Daily hospital occupancy per million,98.176
Australia,2/06/2022,Daily ICU occupancy,87
Australia,2/06/2022,Daily ICU occupancy per million,3.323
Australia,2/06/2022,Daily hospital occupancy,2723
Australia,2/06/2022,Daily hospital occupancy per million,104.021
Australia,3/06/2022,Daily ICU occupancy,83
Australia,3/06/2022,Daily ICU occupancy per million,3.171
Australia,3/06/2022,Daily hospital occupancy,2660
Australia,3/06/2022,Daily hospital occupancy per million,101.614
Australia,4/06/2022,Daily ICU occupancy,91
Australia,4/06/2022,Daily ICU occupancy per million,3.476
Australia,4/06/2022,Daily hospital occupancy,2689
Australia,4/06/2022,Daily hospital occupancy per million,102.722
Australia,5/06/2022,Daily ICU occupancy,94
Australia,5/06/2022,Daily ICU occupancy per million,3.591
Australia,5/06/2022,Daily hospital occupancy,2756
Australia,5/06/2022,Daily hospital occupancy per million,105.282
Australia,6/06/2022,Daily ICU occupancy,87
Australia,6/06/2022,Daily ICU occupancy per million,3.323
Australia,6/06/2022,Daily hospital occupancy,2804
Australia,6/06/2022,Daily hospital occupancy per million,107.115
Australia,7/06/2022,Daily ICU occupancy,99
Australia,7/06/2022,Daily ICU occupancy per million,3.782
Australia,7/06/2022,Daily hospital occupancy,2778
Australia,7/06/2022,Daily hospital occupancy per million,106.122
Australia,8/06/2022,Daily ICU occupancy,102
Australia,8/06/2022,Daily ICU occupancy per million,3.896
Australia,8/06/2022,Daily hospital occupancy,2744
Australia,8/06/2022,Daily hospital occupancy per million,104.823
Australia,9/06/2022,Daily ICU occupancy,101
Australia,9/06/2022,Daily ICU occupancy per million,3.858
Australia,9/06/2022,Daily hospital occupancy,2705
Australia,9/06/2022,Daily hospital occupancy per million,103.333
Australia,10/06/2022,Daily ICU occupancy,97
Australia,10/06/2022,Daily ICU occupancy per million,3.705
Australia,10/06/2022,Daily hospital occupancy,2651
Australia,10/06/2022,Daily hospital occupancy per million,101.271
Australia,11/06/2022,Daily ICU occupancy,96
Australia,11/06/2022,Daily ICU occupancy per million,3.667
Australia,11/06/2022,Daily hospital occupancy,2682
Australia,11/06/2022,Daily hospital occupancy per million,102.455
Australia,12/06/2022,Daily ICU occupancy,86
Australia,12/06/2022,Daily ICU occupancy per million,3.285
Australia,12/06/2022,Daily hospital occupancy,2739
Australia,12/06/2022,Daily hospital occupancy per million,104.632
Australia,13/06/2022,Daily ICU occupancy,102
Australia,13/06/2022,Daily ICU occupancy per million,3.896
Australia,13/06/2022,Daily hospital occupancy,2851
Australia,13/06/2022,Daily hospital occupancy per million,108.911
Australia,14/06/2022,Daily ICU occupancy,104
Australia,14/06/2022,Daily ICU occupancy per million,3.973
Australia,14/06/2022,Daily hospital occupancy,2887
Australia,14/06/2022,Daily hospital occupancy per million,110.286
Australia,15/06/2022,Daily ICU occupancy,97
Australia,15/06/2022,Daily ICU occupancy per million,3.705
Australia,15/06/2022,Daily hospital occupancy,2813
Australia,15/06/2022,Daily hospital occupancy per million,107.459
Australia,16/06/2022,Daily ICU occupancy,93
Australia,16/06/2022,Daily ICU occupancy per million,3.553
Australia,16/06/2022,Daily hospital occupancy,2817
Australia,16/06/2022,Daily hospital occupancy per million,107.612
Australia,17/06/2022,Daily ICU occupancy,103
Australia,17/06/2022,Daily ICU occupancy per million,3.935
Australia,17/06/2022,Daily hospital occupancy,2815
Australia,17/06/2022,Daily hospital occupancy per million,107.535
Australia,18/06/2022,Daily ICU occupancy,111
Australia,18/06/2022,Daily ICU occupancy per million,4.24
Australia,18/06/2022,Daily hospital occupancy,2905
Australia,18/06/2022,Daily hospital occupancy per million,110.974
Australia,19/06/2022,Daily ICU occupancy,113
Australia,19/06/2022,Daily ICU occupancy per million,4.317
Australia,19/06/2022,Daily hospital occupancy,3006
Australia,19/06/2022,Daily hospital occupancy per million,114.832
Australia,20/06/2022,Daily ICU occupancy,105
Australia,20/06/2022,Daily ICU occupancy per million,4.011
Australia,20/06/2022,Daily hospital occupancy,3055
Australia,20/06/2022,Daily hospital occupancy per million,116.704
Australia,21/06/2022,Daily ICU occupancy,108
Australia,21/06/2022,Daily ICU occupancy per million,4.126
Australia,21/06/2022,Daily hospital occupancy,3022
Australia,21/06/2022,Daily hospital occupancy per million,115.443
Australia,22/06/2022,Daily ICU occupancy,108
Australia,22/06/2022,Daily ICU occupancy per million,4.126
Australia,22/06/2022,Daily hospital occupancy,3043
Australia,22/06/2022,Daily hospital occupancy per million,116.245
Australia,23/06/2022,Daily ICU occupancy,114
Australia,23/06/2022,Daily ICU occupancy per million,4.355
Australia,23/06/2022,Daily hospital occupancy,2987
Australia,23/06/2022,Daily hospital occupancy per million,114.106
Australia,24/06/2022,Daily ICU occupancy,102
Australia,24/06/2022,Daily ICU occupancy per million,3.896
Australia,24/06/2022,Daily hospital occupancy,3046
Australia,24/06/2022,Daily hospital occupancy per million,116.36
Australia,25/06/2022,Daily ICU occupancy,106
Australia,25/06/2022,Daily ICU occupancy per million,4.049
Australia,25/06/2022,Daily hospital occupancy,3118
Australia,25/06/2022,Daily hospital occupancy per million,119.11
Australia,26/06/2022,Daily ICU occupancy,111
Australia,26/06/2022,Daily ICU occupancy per million,4.24
Australia,26/06/2022,Daily hospital occupancy,3133
Australia,26/06/2022,Daily hospital occupancy per million,119.683
Australia,27/06/2022,Daily ICU occupancy,122
Australia,27/06/2022,Daily ICU occupancy per million,4.661
Australia,27/06/2022,Daily hospital occupancy,3276
Australia,27/06/2022,Daily hospital occupancy per million,125.146
Australia,28/06/2022,Daily ICU occupancy,108
Australia,28/06/2022,Daily ICU occupancy per million,4.126
Australia,28/06/2022,Daily hospital occupancy,3224
Australia,28/06/2022,Daily hospital occupancy per million,123.16
Australia,29/06/2022,Daily ICU occupancy,98
Australia,29/06/2022,Daily ICU occupancy per million,3.744
Australia,29/06/2022,Daily hospital occupancy,3267
Australia,29/06/2022,Daily hospital occupancy per million,124.802
Australia,30/06/2022,Daily ICU occupancy,106
Australia,30/06/2022,Daily ICU occupancy per million,4.049
Australia,30/06/2022,Daily hospital occupancy,3273
Australia,30/06/2022,Daily hospital occupancy per million,125.031
Australia,1/07/2022,Daily ICU occupancy,109
Australia,1/07/2022,Daily ICU occupancy per million,4.164
Australia,1/07/2022,Daily hospital occupancy,3329
Australia,1/07/2022,Daily hospital occupancy per million,127.171
Australia,2/07/2022,Daily ICU occupancy,106
Australia,2/07/2022,Daily ICU occupancy per million,4.049
Australia,2/07/2022,Daily hospital occupancy,3415
Australia,2/07/2022,Daily hospital occupancy per million,130.456
Australia,3/07/2022,Daily ICU occupancy,118
Australia,3/07/2022,Daily ICU occupancy per million,4.508
Australia,3/07/2022,Daily hospital occupancy,3511
Australia,3/07/2022,Daily hospital occupancy per million,134.123
Australia,4/07/2022,Daily ICU occupancy,123
Australia,4/07/2022,Daily ICU occupancy per million,4.699
Australia,4/07/2022,Daily hospital occupancy,3740
Australia,4/07/2022,Daily hospital occupancy per million,142.871
Australia,5/07/2022,Daily ICU occupancy,138
Australia,5/07/2022,Daily ICU occupancy per million,5.272
Australia,5/07/2022,Daily hospital occupancy,3781
Australia,5/07/2022,Daily hospital occupancy per million,144.438
Australia,6/07/2022,Daily ICU occupancy,140
Australia,6/07/2022,Daily ICU occupancy per million,5.348
Australia,6/07/2022,Daily hospital occupancy,3899
Australia,6/07/2022,Daily hospital occupancy per million,148.945
Australia,7/07/2022,Daily ICU occupancy,141
Australia,7/07/2022,Daily ICU occupancy per million,5.386
Australia,7/07/2022,Daily hospital occupancy,3977
Australia,7/07/2022,Daily hospital occupancy per million,151.925
Australia,8/07/2022,Daily ICU occupancy,134
Australia,8/07/2022,Daily ICU occupancy per million,5.119
Australia,8/07/2022,Daily hospital occupancy,4024
Australia,8/07/2022,Daily hospital occupancy per million,153.72
Australia,9/07/2022,Daily ICU occupancy,133
Australia,9/07/2022,Daily ICU occupancy per million,5.081
Australia,9/07/2022,Daily hospital occupancy,4112
Australia,9/07/2022,Daily hospital occupancy per million,157.082
Australia,10/07/2022,Daily ICU occupancy,131
Australia,10/07/2022,Daily ICU occupancy per million,5.004
Australia,10/07/2022,Daily hospital occupancy,4327
Australia,10/07/2022,Daily hospital occupancy per million,165.295
Australia,11/07/2022,Daily ICU occupancy,126
Australia,11/07/2022,Daily ICU occupancy per million,4.813
Australia,11/07/2022,Daily hospital occupancy,4468
Australia,11/07/2022,Daily hospital occupancy per million,170.682
Australia,12/07/2022,Daily ICU occupancy,137
Australia,12/07/2022,Daily ICU occupancy per million,5.234
Australia,12/07/2022,Daily hospital occupancy,4477
Australia,12/07/2022,Daily hospital occupancy per million,171.025
Australia,13/07/2022,Daily ICU occupancy,139
Australia,13/07/2022,Daily ICU occupancy per million,5.31
Australia,13/07/2022,Daily hospital occupancy,4512
Australia,13/07/2022,Daily hospital occupancy per million,172.362
Australia,14/07/2022,Daily ICU occupancy,144
Australia,14/07/2022,Daily ICU occupancy per million,5.501
Australia,14/07/2022,Daily hospital occupancy,4602
Australia,14/07/2022,Daily hospital occupancy per million,175.8
Australia,15/07/2022,Daily ICU occupancy,151
Australia,15/07/2022,Daily ICU occupancy per million,5.768
Australia,15/07/2022,Daily hospital occupancy,4740
Australia,15/07/2022,Daily hospital occupancy per million,181.072
Australia,16/07/2022,Daily ICU occupancy,155
Australia,16/07/2022,Daily ICU occupancy per million,5.921
Australia,16/07/2022,Daily hospital occupancy,4719
Australia,16/07/2022,Daily hospital occupancy per million,180.27
Australia,17/07/2022,Daily ICU occupancy,155
Australia,17/07/2022,Daily ICU occupancy per million,5.921
Australia,17/07/2022,Daily hospital occupancy,5001
Australia,17/07/2022,Daily hospital occupancy per million,191.043
Australia,18/07/2022,Daily ICU occupancy,158
Australia,18/07/2022,Daily ICU occupancy per million,6.036
Australia,18/07/2022,Daily hospital occupancy,5239
Australia,18/07/2022,Daily hospital occupancy per million,200.134
Australia,19/07/2022,Daily ICU occupancy,169
Australia,19/07/2022,Daily ICU occupancy per million,6.456
Australia,19/07/2022,Daily hospital occupancy,5357
Australia,19/07/2022,Daily hospital occupancy per million,204.642
Australia,20/07/2022,Daily ICU occupancy,162
Australia,20/07/2022,Daily ICU occupancy per million,6.189
Australia,20/07/2022,Daily hospital occupancy,5360
Australia,20/07/2022,Daily hospital occupancy per million,204.757
Australia,21/07/2022,Daily ICU occupancy,159
Australia,21/07/2022,Daily ICU occupancy per million,6.074
Australia,21/07/2022,Daily hospital occupancy,5307
Australia,21/07/2022,Daily hospital occupancy per million,202.732
Australia,22/07/2022,Daily ICU occupancy,158
Australia,22/07/2022,Daily ICU occupancy per million,6.036
Australia,22/07/2022,Daily hospital occupancy,5251
Australia,22/07/2022,Daily hospital occupancy per million,200.593
Australia,23/07/2022,Daily ICU occupancy,145
Australia,23/07/2022,Daily ICU occupancy per million,5.539
Australia,23/07/2022,Daily hospital occupancy,5362
Australia,23/07/2022,Daily hospital occupancy per million,204.833
Australia,24/07/2022,Daily ICU occupancy,160
Australia,24/07/2022,Daily ICU occupancy per million,6.112
Australia,24/07/2022,Daily hospital occupancy,5439
Australia,24/07/2022,Daily hospital occupancy per million,207.775
Australia,25/07/2022,Daily ICU occupancy,165
Australia,25/07/2022,Daily ICU occupancy per million,6.303
Australia,25/07/2022,Daily hospital occupancy,5571
Australia,25/07/2022,Daily hospital occupancy per million,212.817
Australia,26/07/2022,Daily ICU occupancy,145
Australia,26/07/2022,Daily ICU occupancy per million,5.539
Australia,26/07/2022,Daily hospital occupancy,5364
Australia,26/07/2022,Daily hospital occupancy per million,204.91
Australia,27/07/2022,Daily ICU occupancy,163
Australia,27/07/2022,Daily ICU occupancy per million,6.227
Australia,27/07/2022,Daily hospital occupancy,5232
Australia,27/07/2022,Daily hospital occupancy per million,199.867
Australia,28/07/2022,Daily ICU occupancy,161
Australia,28/07/2022,Daily ICU occupancy per million,6.15
Australia,28/07/2022,Daily hospital occupancy,5104
Australia,28/07/2022,Daily hospital occupancy per million,194.977
Australia,29/07/2022,Daily ICU occupancy,166
Australia,29/07/2022,Daily ICU occupancy per million,6.341
Australia,29/07/2022,Daily hospital occupancy,5032
Australia,29/07/2022,Daily hospital occupancy per million,192.227
Australia,30/07/2022,Daily ICU occupancy,169
Australia,30/07/2022,Daily ICU occupancy per million,6.456
Australia,30/07/2022,Daily hospital occupancy,4925
Australia,30/07/2022,Daily hospital occupancy per million,188.139
Australia,31/07/2022,Daily ICU occupancy,179
Australia,31/07/2022,Daily ICU occupancy per million,6.838
Australia,31/07/2022,Daily hospital occupancy,4992
Australia,31/07/2022,Daily hospital occupancy per million,190.699
Australia,1/08/2022,Daily ICU occupancy,184
Australia,1/08/2022,Daily ICU occupancy per million,7.029
Australia,1/08/2022,Daily hospital occupancy,5002
Australia,1/08/2022,Daily hospital occupancy per million,191.081
Australia,2/08/2022,Daily ICU occupancy,162
Australia,2/08/2022,Daily ICU occupancy per million,6.189
Australia,2/08/2022,Daily hospital occupancy,4851
Australia,2/08/2022,Daily hospital occupancy per million,185.312
Australia,3/08/2022,Daily ICU occupancy,161
Australia,3/08/2022,Daily ICU occupancy per million,6.15
Australia,3/08/2022,Daily hospital occupancy,4702
Australia,3/08/2022,Daily hospital occupancy per million,179.621
Australia,4/08/2022,Daily ICU occupancy,154
Australia,4/08/2022,Daily ICU occupancy per million,5.883
Australia,4/08/2022,Daily hospital occupancy,4613
Australia,4/08/2022,Daily hospital occupancy per million,176.221
Australia,5/08/2022,Daily ICU occupancy,151
Australia,5/08/2022,Daily ICU occupancy per million,5.768
Australia,5/08/2022,Daily hospital occupancy,4478
Australia,5/08/2022,Daily hospital occupancy per million,171.064
Australia,6/08/2022,Daily ICU occupancy,161
Australia,6/08/2022,Daily ICU occupancy per million,6.15
Australia,6/08/2022,Daily hospital occupancy,4431
Australia,6/08/2022,Daily hospital occupancy per million,169.268
Australia,7/08/2022,Daily ICU occupancy,154
Australia,7/08/2022,Daily ICU occupancy per million,5.883
Australia,7/08/2022,Daily hospital occupancy,4484
Australia,7/08/2022,Daily hospital occupancy per million,171.293
Australia,8/08/2022,Daily ICU occupancy,141
Australia,8/08/2022,Daily ICU occupancy per million,5.386
Australia,8/08/2022,Daily hospital occupancy,4611
Australia,8/08/2022,Daily hospital occupancy per million,176.144
Australia,9/08/2022,Daily ICU occupancy,125
Australia,9/08/2022,Daily ICU occupancy per million,4.775
Australia,9/08/2022,Daily hospital occupancy,4415
Australia,9/08/2022,Daily hospital occupancy per million,168.657
Australia,10/08/2022,Daily ICU occupancy,135
Australia,10/08/2022,Daily ICU occupancy per million,5.157
Australia,10/08/2022,Daily hospital occupancy,4274
Australia,10/08/2022,Daily hospital occupancy per million,163.271
Australia,11/08/2022,Daily ICU occupancy,140
Australia,11/08/2022,Daily ICU occupancy per million,5.348
Australia,11/08/2022,Daily hospital occupancy,4098
Australia,11/08/2022,Daily hospital occupancy per million,156.547
Australia,12/08/2022,Daily ICU occupancy,138
Australia,12/08/2022,Daily ICU occupancy per million,5.272
Australia,12/08/2022,Daily hospital occupancy,3974
Australia,12/08/2022,Daily hospital occupancy per million,151.81
Australia,13/08/2022,Daily ICU occupancy,139
Australia,13/08/2022,Daily ICU occupancy per million,5.31
Australia,13/08/2022,Daily hospital occupancy,3991
Australia,13/08/2022,Daily hospital occupancy per million,152.46
Australia,14/08/2022,Daily ICU occupancy,131
Australia,14/08/2022,Daily ICU occupancy per million,5.004
Australia,14/08/2022,Daily hospital occupancy,4013
Australia,14/08/2022,Daily hospital occupancy per million,153.3
Australia,15/08/2022,Daily ICU occupancy,133
Australia,15/08/2022,Daily ICU occupancy per million,5.081
Australia,15/08/2022,Daily hospital occupancy,3982
Australia,15/08/2022,Daily hospital occupancy per million,152.116
Australia,16/08/2022,Daily ICU occupancy,116
Australia,16/08/2022,Daily ICU occupancy per million,4.431
Australia,16/08/2022,Daily hospital occupancy,3807
Australia,16/08/2022,Daily hospital occupancy per million,145.431
Australia,17/08/2022,Daily ICU occupancy,122
Australia,17/08/2022,Daily ICU occupancy per million,4.661
Australia,17/08/2022,Daily hospital occupancy,3726
Australia,17/08/2022,Daily hospital occupancy per million,142.336
Australia,18/08/2022,Daily ICU occupancy,119
Australia,18/08/2022,Daily ICU occupancy per million,4.546
Australia,18/08/2022,Daily hospital occupancy,3619
Australia,18/08/2022,Daily hospital occupancy per million,138.249
Australia,19/08/2022,Daily ICU occupancy,126
Australia,19/08/2022,Daily ICU occupancy per million,4.813
Australia,19/08/2022,Daily hospital occupancy,3477
Australia,19/08/2022,Daily hospital occupancy per million,132.824
Australia,20/08/2022,Daily ICU occupancy,112
Australia,20/08/2022,Daily ICU occupancy per million,4.278
Australia,20/08/2022,Daily hospital occupancy,3433
Australia,20/08/2022,Daily hospital occupancy per million,131.144
Australia,21/08/2022,Daily ICU occupancy,104
Australia,21/08/2022,Daily ICU occupancy per million,3.973
Australia,21/08/2022,Daily hospital occupancy,3429
Australia,21/08/2022,Daily hospital occupancy per million,130.991
Australia,22/08/2022,Daily ICU occupancy,102
Australia,22/08/2022,Daily ICU occupancy per million,3.896
Australia,22/08/2022,Daily hospital occupancy,3457
Australia,22/08/2022,Daily hospital occupancy per million,132.06
Australia,23/08/2022,Daily ICU occupancy,96
Australia,23/08/2022,Daily ICU occupancy per million,3.667
Australia,23/08/2022,Daily hospital occupancy,3324
Australia,23/08/2022,Daily hospital occupancy per million,126.98
Australia,24/08/2022,Daily ICU occupancy,95
Australia,24/08/2022,Daily ICU occupancy per million,3.629
Australia,24/08/2022,Daily hospital occupancy,3237
Australia,24/08/2022,Daily hospital occupancy per million,123.656
Australia,25/08/2022,Daily ICU occupancy,91
Australia,25/08/2022,Daily ICU occupancy per million,3.476
Australia,25/08/2022,Daily hospital occupancy,3054
Australia,25/08/2022,Daily hospital occupancy per million,116.665
Australia,26/08/2022,Daily ICU occupancy,89
Australia,26/08/2022,Daily ICU occupancy per million,3.4
Australia,26/08/2022,Daily hospital occupancy,3015
Australia,26/08/2022,Daily hospital occupancy per million,115.176
Australia,27/08/2022,Daily ICU occupancy,95
Australia,27/08/2022,Daily ICU occupancy per million,3.629
Australia,27/08/2022,Daily hospital occupancy,3010
Australia,27/08/2022,Daily hospital occupancy per million,114.985
Australia,28/08/2022,Daily ICU occupancy,95
Australia,28/08/2022,Daily ICU occupancy per million,3.629
Australia,28/08/2022,Daily hospital occupancy,3036
Australia,28/08/2022,Daily hospital occupancy per million,115.978
Australia,29/08/2022,Daily ICU occupancy,86
Australia,29/08/2022,Daily ICU occupancy per million,3.285
Australia,29/08/2022,Daily hospital occupancy,3004
Australia,29/08/2022,Daily hospital occupancy per million,114.755
Australia,30/08/2022,Daily ICU occupancy,84
Australia,30/08/2022,Daily ICU occupancy per million,3.209
Australia,30/08/2022,Daily hospital occupancy,2933
Australia,30/08/2022,Daily hospital occupancy per million,112.043
Australia,31/08/2022,Daily ICU occupancy,74
Australia,31/08/2022,Daily ICU occupancy per million,2.827
Australia,31/08/2022,Daily hospital occupancy,2860
Australia,31/08/2022,Daily hospital occupancy per million,109.255
Australia,1/09/2022,Daily ICU occupancy,74
Australia,1/09/2022,Daily ICU occupancy per million,2.827
Australia,1/09/2022,Daily hospital occupancy,2762
Australia,1/09/2022,Daily hospital occupancy per million,105.511
Australia,2/09/2022,Daily ICU occupancy,79
Australia,2/09/2022,Daily ICU occupancy per million,3.018
Australia,2/09/2022,Daily hospital occupancy,2718
Australia,2/09/2022,Daily hospital occupancy per million,103.83
Australia,3/09/2022,Daily ICU occupancy,83
Australia,3/09/2022,Daily ICU occupancy per million,3.171
Australia,3/09/2022,Daily hospital occupancy,2701
Australia,3/09/2022,Daily hospital occupancy per million,103.181
Australia,4/09/2022,Daily ICU occupancy,84
Australia,4/09/2022,Daily ICU occupancy per million,3.209
Australia,4/09/2022,Daily hospital occupancy,2694
Australia,4/09/2022,Daily hospital occupancy per million,102.913
Australia,5/09/2022,Daily ICU occupancy,77
Australia,5/09/2022,Daily ICU occupancy per million,2.941
Australia,5/09/2022,Daily hospital occupancy,2599
Australia,5/09/2022,Daily hospital occupancy per million,99.284
Australia,6/09/2022,Daily ICU occupancy,80
Australia,6/09/2022,Daily ICU occupancy per million,3.056
Australia,6/09/2022,Daily hospital occupancy,2460
Australia,6/09/2022,Daily hospital occupancy per million,93.974
Australia,7/09/2022,Daily ICU occupancy,64
Australia,7/09/2022,Daily ICU occupancy per million,2.445
Australia,7/09/2022,Daily hospital occupancy,2388
Australia,7/09/2022,Daily hospital occupancy per million,91.224
Australia,8/09/2022,Daily ICU occupancy,60
Australia,8/09/2022,Daily ICU occupancy per million,2.292
Australia,8/09/2022,Daily hospital occupancy,2330
Australia,8/09/2022,Daily hospital occupancy per million,89.008
Australia,9/09/2022,Daily ICU occupancy,60
Australia,9/09/2022,Daily ICU occupancy per million,2.292
Australia,9/09/2022,Daily hospital occupancy,2330
Australia,9/09/2022,Daily hospital occupancy per million,89.008
Australia,10/09/2022,Daily ICU occupancy,60
Australia,10/09/2022,Daily ICU occupancy per million,2.292
Australia,10/09/2022,Daily hospital occupancy,2330
Australia,10/09/2022,Daily hospital occupancy per million,89.008
Australia,11/09/2022,Daily ICU occupancy,60
Australia,11/09/2022,Daily ICU occupancy per million,2.292
Australia,11/09/2022,Daily hospital occupancy,2330
Australia,11/09/2022,Daily hospital occupancy per million,89.008
Australia,12/09/2022,Daily ICU occupancy,60
Australia,12/09/2022,Daily ICU occupancy per million,2.292
Australia,12/09/2022,Daily hospital occupancy,2330
Australia,12/09/2022,Daily hospital occupancy per million,89.008
Australia,13/09/2022,Daily ICU occupancy,60
Australia,13/09/2022,Daily ICU occupancy per million,2.292
Australia,13/09/2022,Daily hospital occupancy,2330
Australia,13/09/2022,Daily hospital occupancy per million,89.008
Australia,14/09/2022,Daily ICU occupancy,60
Australia,14/09/2022,Daily ICU occupancy per million,2.292
Australia,14/09/2022,Daily hospital occupancy,2330
Australia,14/09/2022,Daily hospital occupancy per million,89.008
Australia,15/09/2022,Daily ICU occupancy,56
Australia,15/09/2022,Daily ICU occupancy per million,2.139
Australia,15/09/2022,Daily hospital occupancy,2001
Australia,15/09/2022,Daily hospital occupancy per million,76.44
Australia,16/09/2022,Daily ICU occupancy,56
Australia,16/09/2022,Daily ICU occupancy per million,2.139
Australia,16/09/2022,Daily hospital occupancy,1946
Australia,16/09/2022,Daily hospital occupancy per million,74.339
Australia,17/09/2022,Daily ICU occupancy,56
Australia,17/09/2022,Daily ICU occupancy per million,2.139
Australia,17/09/2022,Daily hospital occupancy,1947
Australia,17/09/2022,Daily hospital occupancy per million,74.377
Australia,18/09/2022,Daily ICU occupancy,56
Australia,18/09/2022,Daily ICU occupancy per million,2.139
Australia,18/09/2022,Daily hospital occupancy,1947
Australia,18/09/2022,Daily hospital occupancy per million,74.377
Australia,19/09/2022,Daily ICU occupancy,56
Australia,19/09/2022,Daily ICU occupancy per million,2.139
Australia,19/09/2022,Daily hospital occupancy,1947
Australia,19/09/2022,Daily hospital occupancy per million,74.377
Australia,20/09/2022,Daily ICU occupancy,56
Australia,20/09/2022,Daily ICU occupancy per million,2.139
Australia,20/09/2022,Daily hospital occupancy,1947
Australia,20/09/2022,Daily hospital occupancy per million,74.377
Australia,21/09/2022,Daily ICU occupancy,56
Australia,21/09/2022,Daily ICU occupancy per million,2.139
Australia,21/09/2022,Daily hospital occupancy,1947
Australia,21/09/2022,Daily hospital occupancy per million,74.377
Australia,22/09/2022,Daily ICU occupancy,48
Australia,22/09/2022,Daily ICU occupancy per million,1.834
Australia,22/09/2022,Daily hospital occupancy,1781
Australia,22/09/2022,Daily hospital occupancy per million,68.036
Australia,23/09/2022,Daily ICU occupancy,48
Australia,23/09/2022,Daily ICU occupancy per million,1.834
Australia,23/09/2022,Daily hospital occupancy,1781
Australia,23/09/2022,Daily hospital occupancy per million,68.036
Australia,24/09/2022,Daily ICU occupancy,48
Australia,24/09/2022,Daily ICU occupancy per million,1.834
Australia,24/09/2022,Daily hospital occupancy,1781
Australia,24/09/2022,Daily hospital occupancy per million,68.036
Australia,25/09/2022,Daily ICU occupancy,48
Australia,25/09/2022,Daily ICU occupancy per million,1.834
Australia,25/09/2022,Daily hospital occupancy,1781
Australia,25/09/2022,Daily hospital occupancy per million,68.036
Australia,26/09/2022,Daily ICU occupancy,48
Australia,26/09/2022,Daily ICU occupancy per million,1.834
Australia,26/09/2022,Daily hospital occupancy,1781
Australia,26/09/2022,Daily hospital occupancy per million,68.036
Australia,27/09/2022,Daily ICU occupancy,48
Australia,27/09/2022,Daily ICU occupancy per million,1.834
Australia,27/09/2022,Daily hospital occupancy,1781
Australia,27/09/2022,Daily hospital occupancy per million,68.036
Australia,28/09/2022,Daily ICU occupancy,48
Australia,28/09/2022,Daily ICU occupancy per million,1.834
Australia,28/09/2022,Daily hospital occupancy,1781
